[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:97] Starting a job; no job is presently running
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:98] Here's our task list: setup, fetch_urls, transfer_files_locally, wrapup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:116] Pushing first task to queue: setup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:172] Current task: setup
[2025-03-18 13:49:14] [class-ss-archive-creation-job.php:182] Performing task: setup
[2025-03-18 13:49:14] [class-ss-task.php:44] Status message: [setup] Setting up
[2025-03-18 13:49:15] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754\
[2025-03-18 13:49:15] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/wordpress/
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 8950 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e345ef1-czfG6n.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-base.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:8c523564aeed45d74dfbeadf207640a79ab3270b===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:456; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e34d2cb-de0GNe.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=1276
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css?simply_static_page=1276
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 5274 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e34d2cb-de0GNe.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:cb50d6044233f0d3cc91dc5eecc3ac4aa2c3e3f2===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:455; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e34f873-YKLqCz.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css?simply_static_page=1277
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css?simply_static_page=1277
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 5274 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e34f873-YKLqCz.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-2.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:cb50d6044233f0d3cc91dc5eecc3ac4aa2c3e3f2===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:454; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e3523c0-v1sMvv.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css?simply_static_page=1278
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css?simply_static_page=1278
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 4971 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e3523c0-v1sMvv.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:99c73fa52a4f4b5aa066240832a944e307eb2dbc===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:453; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e354a55-nz7Aih.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=1279
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css?simply_static_page=1279
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 4971 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e354a55-nz7Aih.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-var-3.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:99c73fa52a4f4b5aa066240832a944e307eb2dbc===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:452; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e356f75-uFII74.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=1280
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css?simply_static_page=1280
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e356f75-uFII74.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:b7d6050c8380527c23519866c54bebad0d4a7d5a===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:451; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e35959a-dTpNwm.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=1281
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css?simply_static_page=1281
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 40 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e35959a-dTpNwm.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-bars-vars.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:b7d6050c8380527c23519866c54bebad0d4a7d5a===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:450; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e35bb16-AKpUim.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=1282
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css?simply_static_page=1282
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e35bb16-AKpUim.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-buttons-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:22cdc7e615de3601736a6c24226216e1f6715662===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:449; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e362967-M46WW1.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=1283
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css?simply_static_page=1283
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 92814 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e362967-M46WW1.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-floating-buttons.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:22cdc7e615de3601736a6c24226216e1f6715662===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:448; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e36a081-zVIijZ.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=1284
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css?simply_static_page=1284
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e36a081-zVIijZ.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-google_maps-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:d568dfc5926e9820c0354b1b0b9f059a74e85273===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:447; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e36c5b6-6tVUXK.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=1285
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css?simply_static_page=1285
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 301 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e36c5b6-6tVUXK.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-google_maps.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:d568dfc5926e9820c0354b1b0b9f059a74e85273===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:446; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e36ed22-VNTToU.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=1286
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css?simply_static_page=1286
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e36ed22-VNTToU.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-heading-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:cd733004d375c5e7fb04e152c1f14b17a7b450a6===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:445; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e3712ae-tkucKb.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=1287
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-heading.min.css?simply_static_page=1287
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 600 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e3712ae-tkucKb.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-heading.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:cd733004d375c5e7fb04e152c1f14b17a7b450a6===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:444; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e373d5e-tIvYsm.tmp
[2025-03-18 13:49:23] [class-ss-page-handler.php:38] URL Prepared:http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=1288
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css?simply_static_page=1288
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:103] Filesize: 10071 bytes
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\user\AppData\Local\Temp/67d979e373d5e-tIvYsm.tmp to C:\xampp\htdocs\wordpress/wp-content/uploads\simply-static\temp-files/simply-static-1-1742305754/wp-content/plugins/elementor/assets/css/widget-icon-box-rtl.min.css
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:148] Extracting URLs and replacing URLs in the static file
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:155] Adding 0 URLs to the queue
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:166] We're saving this URL; keeping the static file
[2025-03-18 13:49:23] [class-ss-page.php:119] Checking Content Identical:38f7aaf6d39dbecec21a63a9cc33b70d21478bf4===. Value: FALSE
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:69] URL: http://localhost/wordpress/wp-content/plugins/elementor/assets/css/widget-icon-box.min.css
[2025-03-18 13:49:23] [class-ss-task.php:58] [PAGES STATUS] Remaining:443; Total: 834
[2025-03-18 13:49:23] [class-ss-fetch-urls-task.php:80] URL is not being excluded
[2025-03-18 13:49:23] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\user\AppData\Local\Temp/67d979e37ae35-11Bvg7.tmp
